5
0.738572,0.596996,0.651436,0.629231,0.331603,
0.735816,0.630617,0.625565,0.475385,0.577019,
0.569044,0.616224,0.791176,0.789231,0.529751,
0.588154,0.755139,0.519233,0.501538,0.49281,
0.556929,0.529521,0.728596,0.650769,0.378533,
0.744424,0.524043,0.567356,0.621538,0.384197,
0.600719,0.632974,0.757256,0.524615,0.873697,
0.727884,0.734291,0.61531,0.372308,0.524497,
0.556422,0.563302,0.594179,0.353846,0.422101,
0.760303,0.464716,0.759108,0.938462,0.576687,
0.747689,0.85024,0.468675,0.630769,0.678299,
0.469757,0.472368,0.694044,0.690769,0.493294,
0.362425,0.805934,0.67382,0.476923,0.563335,
0.679317,0.726912,0.557009,0.349231,0.464311,
0.644292,0.56148,0.781295,0.672308,0.510204,
0.678651,0.571815,0.791621,0.616923,0.343708,
0.740071,0.532392,0.763949,0.48,0.57048,
0.575005,0.503047,0.473718,0.661538,0.353279,
0.589667,0.624762,0.668034,0.787692,0.513053,
0.576456,0.602937,0.659115,0.844615,0.645231,
0.80124,0.696228,0.744629,0.626154,0.683131,
0.564848,0.583167,0.605709,0.323077,0.654605,
0.598789,0.442303,0.509135,0.663077,0.579689,
0.563569,0.648222,0.664573,0.975385,0.404198,
0.554762,0.560909,0.720165,0.650769,0.399444,
0.529002,0.870626,0.679662,0.666154,0.584514,
0.762974,0.422154,0.649904,0.312308,0.558072,
0.600054,0.571836,0.649537,0.615385,0.399082,
0.840275,0.67069,0.394271,0.467692,0.487925,
0.550816,0.733035,0.76896,0.626154,0.538922,
0.722472,0.558295,0.621463,0.498462,0.484831,
0.637433,0.643375,0.584671,0.68,0.565278,
0.511053,0.74872,0.798536,0.824615,0.432659,
0.466276,0.642794,0.681583,0.967692,0.241459,
0.519112,0.569336,0.863402,0.923077,0.321096,
0.690544,0.5778,0.61276,0.318462,0.565846,
0.730424,0.574703,0.723154,0.630769,0.396969,
0.730717,0.593837,0.627947,0.463077,0.32801,
0.49329,0.54424,0.504378,0.367692,0.473239,
0.16524,0.519961,0.623993,0.384615,0.677406,
0.543787,0.69121,0.467911,0.333846,0.570303,
0.701361,0.824156,0.702226,0.969231,0.470804,
0.428471,0.695795,0.706982,0.681538,0.390124,
0.653856,0.725603,0.709536,0.683077,0.620265,
0.581369,0.577714,0.691523,0.972308,0.38621,
0.61647,0.742667,0.669602,0.489231,0.570814,
0.686589,0.510885,0.700508,0.976923,0.506467,
0.642002,0.766484,0.550971,0.495385,0.273343,
0.717525,0.655409,0.643073,0.327692,0.312057,
0.805504,0.69381,0.581105,0.618462,0.617874,
0.690795,0.67049,0.674065,0.978462,0.590113,
0.45875,0.612025,0.542004,0.510769,0.386103,
0.578262,0.641705,0.586093,0.633846,0.506504,
0.678524,0.622319,0.599043,0.510769,0.788776,
0.677266,0.502803,0.680313,0.986154,0.350148,
0.592559,0.625043,0.745611,0.629231,0.399668,
0.680262,0.873483,0.690138,0.498462,0.302075,
0.635906,0.64251,0.667547,0.781538,0.262389,
0.512469,0.754917,0.473709,0.616923,0.467352,
0.718973,0.662802,0.485126,0.470769,0.520705,
0.614279,0.470258,0.64238,0.350769,0.532862,
0.561763,0.791397,0.532718,0.650769,0.482316,
0.565552,0.592018,0.680879,0.646154,0.622619,
0.686451,0.671714,0.425745,0.664615,0.52488,
0.552822,0.632265,0.651296,0.835385,0.841703,
0.525038,0.571002,0.60552,0.481538,0.53985,
0.612342,0.575319,0.624359,0.504615,0.576126,
0.692033,0.70168,0.550135,0.615385,0.71072,
0.61673,0.748188,0.657886,0.978462,0.445541,
0.690188,0.569279,0.581949,0.633846,0.598096,
0.589947,0.500521,0.666258,0.503077,0.621677,
0.779496,0.775824,0.641181,0.473846,0.535513,
0.53183,0.537668,0.60983,0.487692,0.632328,
0.525094,0.597865,0.652558,0.484615,0.426338,
0.703754,0.607913,0.681004,0.961538,0.476831,
0.657824,0.554919,0.628876,0.503077,0.581122,
0.55512,0.593872,0.612904,0.527692,0.465402,
0.601906,0.421354,0.770515,0.673846,0.865909,
0.612115,0.798975,0.657126,0.504615,0.490815,
0.598126,0.730577,0.791495,0.947692,0.56474,
0.543579,0.89952,0.676263,0.658462,0.443333,
0.638725,0.496429,0.623091,0.632308,0.69552,
0.761933,0.439415,0.554206,0.630769,0.520978,
0.748916,0.571095,0.659947,0.96,0.760496,
0.619007,0.649743,0.730802,0.515385,0.676157,
0.600933,0.596448,0.647918,0.689231,0.518744,
0.605375,0.677139,0.644739,0.492308,0.407431,
0.692468,0.487405,0.513169,0.472308,0.614839,
0.708193,0.827784,0.418247,0.521538,0.674712,
0.627306,0.551671,0.711791,0.621538,0.51015,
0.454078,0.508974,0.506428,0.52,0.473426,
0.669868,0.672189,0.76756,0.932308,0.414855,
0.657423,0.466823,0.539904,0.507692,0.420398,
0.607078,0.789207,0.617127,0.532308,0.50436,
0.886247,0.692825,0.636675,0.512308,0.56575,
0.684285,0.669469,0.611394,0.666154,0.744238,
0.615254,0.6697,0.626137,0.678461,0.715724,
0.700033,0.728363,0.728104,0.689231,0.319844,
0.612662,0.684128,0.587056,0.366154,0.31409,
0.617235,0.73349,0.561219,0.364615,0.466219,
0.643297,0.56176,0.666701,0.530769,0.578594,
0.653699,0.582418,0.557759,0.310769,0.533281,
0.689111,0.847741,0.604705,0.672308,0.671783,
0.58905,0.679863,0.656606,0.495385,0.690327,
0.533825,0.724151,0.625865,0.678461,0.67564,
0.757126,0.578199,0.548074,0.329231,0.140995,
0.730109,0.574151,0.699947,0.498462,0.628092,
0.484698,0.511531,0.410274,0.343077,0.605642,
0.631191,0.584398,0.572485,0.375385,0.372141,
0.7295,0.575238,0.584744,0.352308,0.589136,
0.515058,0.506577,0.544256,0.492308,0.220534,
0.627466,0.627499,0.720693,0.972308,0.312589,
0.570614,0.723069,0.596452,0.644615,0.442698,
0.564665,0.753237,0.742067,0.632308,0.448619,
0.475546,0.565689,0.815659,0.524615,0.676362,
0.585206,0.51013,0.518691,0.353846,0.516961,
0.580166,0.682487,0.680575,0.789231,0.386125,
0.686372,0.735943,0.663135,0.929231,0.843779,
